Time (msec),AVCS Normal Output Duty Bank 0 (D2WD610H diagnostic)* (%),AVCS Normal Output Duty Bank 1 (D2WD610H diagnostic)* (%),Accelerator Pedal Angle (%),Coolant Temperature (C),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),Feedback Knock Correction (4-byte)* (degrees),Fine Learning Knock Correction (4-byte)* (degrees),Fuel Injector #1 Pulse Width (ms),IAM (4-byte)* (multiplier),Ignition Total Timing (degrees),Injector Inhibit Word (D2WD610H diagnostic)* (raw inhibit word),Intake OCV Current Left (mA),Intake OCV Current Right (mA),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Lean Fuel Cut State (D2WD610H master)* (state (0 idle; 1 delay; 2 monitor; 3 cut)),SD Native MAP Input (D2WD610H diagnostic)* (kPa absolute),Throttle Opening Angle (%),Vehicle Speed (km/h)
200682,7.79,7.68,0.00,41,1223,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.45,0
200786,7.79,7.68,0.00,41,1220,14.09,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.074,7.45,0
200891,7.79,7.68,0.00,41,1212,14.11,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.074,7.06,0
200994,7.79,7.68,0.00,41,1196,14.08,0.00,0.00,2.82,0.0000,16.00,0,64,64,0,0,0,36.074,7.06,0
201098,7.79,7.68,0.00,41,1191,13.90,0.00,0.00,2.82,0.0000,16.00,0,64,64,0,0,0,36.074,7.06,0
201202,7.79,7.68,0.00,41,1189,14.11,0.00,0.00,2.56,0.0000,16.00,0,64,64,0,0,0,36.074,7.06,0
201306,7.79,7.68,0.00,41,1187,14.12,0.00,0.00,2.82,0.0000,16.00,0,64,64,0,0,0,36.074,7.06,0
201410,7.79,7.68,0.00,41,1183,14.10,0.00,0.00,2.56,0.0000,16.00,0,64,64,0,0,0,36.074,7.06,0
201514,7.79,7.68,0.00,41,1187,14.11,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.074,7.06,0
201617,7.79,7.68,0.00,41,1190,14.11,0.00,0.00,2.82,0.0000,16.00,0,64,64,0,0,0,36.392,7.06,0
201724,7.79,7.68,0.00,41,1191,14.11,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.074,7.06,0
201827,7.79,7.68,0.00,41,1184,14.52,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,35.756,7.06,0
201932,7.79,7.68,0.00,41,1186,14.37,0.00,0.00,2.56,0.0000,16.00,0,64,64,0,0,0,36.074,7.06,0
202036,7.79,7.68,0.00,41,1187,14.11,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
202139,7.79,7.68,0.00,41,1180,14.11,0.00,0.00,2.56,0.0000,16.00,0,64,64,0,0,0,36.074,7.06,0
202243,7.79,7.68,0.00,41,1178,14.12,0.00,0.00,2.56,0.0000,16.00,0,64,64,0,0,0,36.392,7.06,0
202348,7.79,7.68,0.00,41,1182,14.09,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.074,7.06,0
202452,7.79,7.68,0.00,41,1180,14.59,0.00,0.00,2.56,0.0000,16.00,0,64,64,0,0,0,36.074,7.06,0
202555,7.79,7.68,0.00,41,1177,14.10,0.00,0.00,2.56,0.0000,16.00,0,64,64,0,0,0,36.074,7.06,0
202659,7.79,7.68,0.00,41,1178,14.11,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,35.756,7.06,0
202763,7.79,7.68,0.00,41,1182,14.57,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.074,7.06,0
202868,7.79,7.68,0.00,41,1177,14.12,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.074,7.06,0
202971,7.79,7.68,0.00,41,1176,14.10,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
203075,7.79,7.68,0.00,41,1178,14.11,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
203179,7.79,7.68,0.00,41,1178,13.87,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
203283,7.79,7.68,0.00,41,1177,13.88,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
203388,7.79,7.68,0.00,41,1178,14.09,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
203492,7.79,7.68,0.00,41,1180,14.11,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
203597,7.79,7.68,0.00,41,1179,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
203701,7.79,7.68,0.00,41,1174,14.11,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
203806,7.79,7.68,0.00,41,1175,14.10,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
203909,7.79,7.68,0.00,41,1180,14.12,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
204014,7.79,7.68,0.00,41,1170,14.34,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
204118,7.79,7.68,0.00,41,1167,14.37,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.074,7.06,0
204222,7.79,7.68,0.00,41,1169,14.63,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
204327,7.79,7.68,0.00,41,1172,14.12,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
204430,7.79,7.68,0.00,41,1183,14.09,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
204534,7.79,7.68,0.00,41,1186,14.13,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.392,7.06,0
204638,7.79,7.68,0.00,41,1182,14.08,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
204742,7.79,7.68,0.00,41,1177,14.60,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
204846,7.79,7.68,0.00,41,1175,14.09,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
204950,7.79,7.68,0.00,41,1174,14.11,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
205053,7.79,7.68,0.00,41,1178,14.09,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
205158,7.79,7.68,0.00,41,1179,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
205262,7.79,7.68,0.00,41,1180,14.06,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
205366,7.79,7.68,0.00,41,1167,14.24,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
205470,7.79,7.68,0.00,41,1166,14.42,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
205574,7.79,7.68,0.00,41,1170,14.18,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
205679,7.79,7.68,0.00,41,1173,14.10,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.392,7.06,0
205782,7.79,7.68,0.00,41,1174,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
205886,7.79,7.68,0.00,41,1173,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
205991,7.79,7.68,0.00,41,1174,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
206095,7.79,7.68,0.00,41,1171,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
206198,7.79,7.68,0.00,41,1171,14.59,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
206303,7.79,7.68,0.00,41,1174,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
206407,7.79,7.68,0.00,41,1169,14.12,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
206511,7.79,7.68,0.00,41,1172,14.57,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
206615,7.79,7.68,0.00,41,1176,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
206719,7.79,7.68,0.00,41,1179,14.09,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
206823,7.79,7.68,0.00,41,1176,14.11,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
206927,7.79,7.68,0.00,41,1177,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
207030,7.79,7.68,0.00,41,1181,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
207135,7.78,7.68,0.00,41,1177,14.09,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
207239,7.78,7.68,0.00,41,1177,14.50,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
207343,7.78,7.68,0.00,41,1173,14.09,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
207446,7.79,7.68,0.00,41,1173,13.90,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
207550,7.78,7.68,0.00,41,1175,14.09,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
207655,7.79,7.68,0.00,41,1167,14.13,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
207759,7.79,7.68,0.00,41,1163,14.13,0.00,0.00,2.82,0.0000,16.00,0,64,64,0,0,0,36.709,7.06,0
207862,7.79,7.68,0.00,41,1162,14.11,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
207967,7.79,7.68,0.00,41,1167,14.59,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
208070,7.79,7.68,0.00,41,1170,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
208174,7.79,7.68,0.00,41,1174,14.11,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
208278,7.79,7.68,0.00,41,1178,14.37,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
208381,7.79,7.68,0.00,41,1178,14.37,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
208486,7.79,7.68,0.00,41,1178,14.11,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
208590,7.79,7.68,0.00,41,1178,14.60,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.392,7.06,0
208694,7.79,7.68,0.00,41,1177,14.56,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
208797,7.79,7.68,0.00,41,1162,14.12,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
208901,7.79,7.68,0.00,41,1165,14.10,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
209006,7.79,7.68,0.00,41,1162,14.12,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
209110,7.79,7.68,0.00,41,1166,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
209213,7.79,7.68,0.00,41,1164,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
209318,7.79,7.68,0.00,41,1172,14.11,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.074,7.06,0
209422,7.79,7.68,0.00,41,1173,14.12,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.392,7.06,0
209525,7.79,7.68,0.00,41,1167,13.94,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
209629,7.79,7.68,0.00,41,1163,13.88,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
209733,7.79,7.68,0.00,41,1170,14.56,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.392,7.06,0
209838,7.79,7.68,0.00,42,1172,14.60,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.392,7.06,0
209941,7.79,7.68,0.00,42,1174,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
210045,7.79,7.68,0.00,42,1170,14.14,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
210148,7.79,7.68,0.00,42,1168,14.57,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
210253,7.79,7.68,0.00,42,1170,14.61,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
210357,7.79,7.68,0.00,42,1170,14.57,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.074,7.06,0
210461,7.79,7.68,0.00,42,1166,14.60,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.074,7.06,0
210564,7.79,7.68,0.00,42,1166,14.13,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.074,7.06,0
210669,7.79,7.68,0.00,42,1155,14.18,0.00,0.00,2.82,0.0000,16.00,0,64,64,0,0,0,36.392,7.06,0
210773,7.79,7.68,0.00,42,1148,14.15,0.00,0.00,2.82,0.0000,16.00,0,64,64,0,0,0,36.709,7.06,0
210877,7.79,7.68,0.00,42,1138,14.17,0.00,0.00,2.82,0.0000,16.50,0,64,64,0,0,0,37.027,7.06,0
210980,7.79,7.68,0.00,42,1131,14.62,0.00,0.00,2.82,0.0000,16.50,0,64,64,0,0,0,37.345,7.06,0
211084,7.79,7.68,0.00,42,1126,14.50,0.00,0.00,2.82,0.0000,16.50,0,64,64,0,0,0,37.662,7.06,0
211188,7.79,7.68,0.00,42,1125,14.16,0.00,0.00,2.82,0.0000,16.50,0,64,64,0,0,0,37.980,7.06,0
211293,7.79,7.68,0.00,42,1134,14.12,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,37.662,7.06,0
211396,7.79,7.68,0.00,42,1152,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,37.662,7.06,0
211500,7.79,7.68,0.00,42,1160,14.60,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,37.345,7.06,0
211604,7.79,7.68,0.00,42,1167,14.55,0.00,0.00,2.82,0.0000,14.00,0,64,64,0,0,0,37.027,7.06,0
211708,7.79,7.68,0.00,42,1164,14.35,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.709,7.06,0
211811,7.79,7.69,0.00,42,1166,14.59,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.709,7.06,0
211916,7.79,7.69,0.00,42,1168,14.60,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.392,7.06,0
212020,7.79,7.69,0.00,42,1168,14.57,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.392,7.06,0
212123,7.79,7.69,0.00,42,1172,14.58,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.074,7.06,0
212227,7.79,7.69,0.00,42,1172,14.57,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.392,7.06,0
212332,7.79,7.69,0.00,42,1176,14.12,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.074,7.06,0
212436,7.79,7.69,0.00,42,1181,14.58,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
212540,7.79,7.69,0.00,42,1180,14.37,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.392,7.06,0
212643,7.79,7.69,0.00,42,1180,14.14,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.392,7.06,0
212747,7.79,7.69,0.00,42,1183,14.11,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.074,7.06,0
212851,7.79,7.69,0.00,42,1184,14.10,0.00,0.00,2.56,0.0000,14.00,0,64,64,0,0,0,36.074,7.06,0
212956,7.79,7.68,0.00,42,1183,14.09,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.074,7.06,0
213059,7.79,7.68,0.00,42,1181,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
213163,7.79,7.68,0.00,42,1172,14.09,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
213267,7.79,7.68,0.00,42,1172,14.57,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
213372,7.79,7.68,0.00,42,1172,14.11,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,36.392,7.06,0
213475,7.79,7.68,0.00,42,1178,14.12,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,36.392,7.06,0
213579,7.79,7.68,0.00,42,1175,14.10,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,36.392,7.06,0
213682,7.79,7.68,0.00,42,1174,14.12,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,35.756,7.06,0
213786,7.79,7.68,0.00,42,1178,13.87,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,36.074,7.06,0
213891,7.79,7.68,0.00,42,1179,14.34,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,36.074,7.06,0
213995,7.79,7.68,0.00,42,1184,14.10,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,36.074,7.06,0
214098,7.79,7.68,0.00,42,1187,14.12,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,36.074,7.06,0
214204,7.79,7.68,0.00,42,1185,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
214309,7.79,7.68,0.00,42,1185,14.11,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,35.756,7.06,0
214414,7.79,7.68,0.00,42,1182,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,35.756,7.06,0
214517,7.79,7.68,0.00,42,1181,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
214621,7.79,7.68,0.00,42,1182,14.31,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.074,7.06,0
214725,7.79,7.68,0.00,42,1178,14.37,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
214830,7.79,7.68,0.00,42,1182,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
214933,7.79,7.68,0.00,42,1186,14.43,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
215037,7.79,7.68,0.00,42,1191,14.14,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,35.756,7.06,0
215141,7.79,7.68,0.00,42,1194,14.11,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,35.756,7.06,0
215244,7.79,7.68,0.00,42,1192,14.09,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,36.074,7.06,0
215349,7.79,7.68,0.00,42,1190,14.59,0.00,0.00,2.56,0.0000,14.00,0,64,64,0,0,0,36.074,7.06,0
215453,7.79,7.68,0.00,42,1195,14.09,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,35.756,7.06,0
215558,7.79,7.68,0.00,42,1191,14.60,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,35.756,7.06,0
215662,7.79,7.68,0.00,42,1190,14.08,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,35.756,7.06,0
215765,7.79,7.68,0.00,42,1180,14.13,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.074,7.06,0
215870,7.79,7.68,0.00,42,1182,14.55,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
215974,7.79,7.68,0.00,42,1185,13.88,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
216077,7.79,7.68,0.00,42,1181,14.09,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.074,7.06,0
216181,7.79,7.68,0.00,42,1180,14.11,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,35.756,7.06,0
216286,7.79,7.68,0.00,42,1180,14.09,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.074,7.06,0
216390,7.79,7.68,0.00,42,1181,14.12,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.074,7.06,0
216493,7.79,7.68,0.00,42,1185,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
216597,7.79,7.68,0.00,42,1188,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
216701,7.79,7.68,0.00,42,1189,14.11,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,35.756,7.06,0
216804,7.79,7.68,0.00,42,1188,14.37,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,35.439,7.06,0
216909,7.79,7.68,0.00,42,1184,14.73,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.074,7.06,0
217013,7.79,7.68,0.00,42,1183,14.58,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
217117,7.79,7.68,0.00,42,1178,15.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
217220,7.79,7.68,0.00,42,1174,14.12,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
217325,7.79,7.68,0.00,42,1172,14.11,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
217429,7.79,7.68,0.00,42,1177,14.59,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
217532,7.79,7.68,0.00,42,1180,14.11,0.00,0.00,2.56,0.0000,14.50,0,64,64,0,0,0,36.074,7.06,0
217636,7.79,7.68,0.00,42,1182,14.57,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,35.756,7.06,0
217741,7.79,7.68,0.00,42,1181,14.58,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,35.756,7.06,0
217845,7.79,7.68,0.00,42,1192,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
217948,7.79,7.68,0.00,42,1182,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.392,7.06,0
218052,7.79,7.68,0.00,42,1189,13.87,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
218156,7.79,7.68,0.00,42,1184,14.51,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,35.756,7.06,0
218260,7.79,7.68,0.00,42,1188,14.10,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,35.756,7.06,0
218364,7.79,7.68,0.00,42,1188,14.58,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
218469,7.79,7.68,0.00,42,1188,14.57,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.074,7.06,0
218572,7.79,7.68,0.00,42,1186,14.12,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.074,7.06,0
218676,7.79,7.68,0.00,42,1186,14.35,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
218780,7.79,7.68,0.00,42,1185,14.12,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,35.756,7.06,0
218883,7.79,7.68,0.00,42,1184,14.55,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,35.756,7.06,0
218988,7.79,7.68,0.00,42,1189,14.37,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
219092,7.79,7.68,0.00,42,1186,14.09,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.074,7.06,0
219196,7.79,7.68,0.00,42,1176,14.12,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
219299,7.79,7.68,0.00,42,1184,14.56,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
219403,7.79,7.68,0.00,42,1182,14.59,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
219508,7.79,7.68,0.00,42,1183,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
219612,7.79,7.68,0.00,42,1184,14.12,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
219715,7.79,7.68,0.00,42,1189,14.08,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,35.756,7.06,0
219819,7.79,7.68,0.00,42,1185,14.60,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.074,7.06,0
219923,7.79,7.68,0.00,42,1179,14.10,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.392,7.06,0
220028,7.79,7.68,0.00,42,1182,14.60,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,36.074,7.06,0
220131,7.79,7.68,0.00,42,1182,14.46,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,35.756,7.06,0
220235,7.79,7.68,0.00,42,1189,14.35,0.00,0.00,2.82,0.0000,14.50,0,64,64,0,0,0,35.756,7.06,0
220339,7.79,7.68,0.00,42,1193,14.57,0.00,0.00,2.82,0.0000,15.00,0,64,64,0,0,0,35.756,7.06,0
220444,7.79,7.68,0.00,42,1196,14.60,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
220547,7.79,7.68,0.00,42,1188,14.09,0.00,0.00,2.82,0.0000,15.50,0,64,64,0,0,0,36.074,7.06,0
220652,7.79,7.68,0.00,42,1187,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
220756,7.79,7.68,0.00,42,1190,14.09,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,36.074,7.06,0
220860,7.79,7.68,0.00,42,1192,14.11,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,35.756,7.06,0
220963,7.79,7.68,0.00,42,1184,14.57,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,35.756,7.06,0
221067,7.79,7.68,0.00,42,1184,14.37,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,35.439,7.06,0
221172,7.79,7.68,0.00,42,1180,14.10,0.00,0.00,2.56,0.0000,15.00,0,64,64,0,0,0,35.439,7.06,0
221276,7.79,7.68,0.00,42,1175,14.12,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,35.121,7.06,0
221380,7.79,7.68,0.00,42,1172,14.57,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,35.121,7.06,0
221483,7.79,7.68,0.00,42,1171,14.11,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,35.121,7.06,0
221587,7.79,7.68,0.00,42,1167,14.09,0.00,0.00,2.56,0.0000,15.50,0,64,64,0,0,0,35.121,7.06,0
