Time (msec),Battery Voltage (V),CL/OL Fueling* (status),Coolant Temperature (C),Engine Load (4-Byte)* (g/rev),Engine Speed (rpm),External Wideband AFR (D2WD610H master)* (estimated AFR (14.64 stoich)),External Wideband Input ADC (D2WD610H master)* (ADC counts),Final Fueling Base (4-byte)* (fuel-air equivalence ratio),Fuel Injector #1 Pulse Width (4-byte)* (ms),Ignition Total Timing (degrees),Intake Air Temperature (C),Mass Airflow (g/s),Throttle Opening Angle (%),Transient Load Fuel Correction (D2WD610H diagnostic)* (raw additive factor),Accelerator Pedal Angle (%),Combined Throttle Request (D2WD610H diagnostic)* (%),Effective Idle Speed Target (D2WD610H diagnostic)* (rpm),Idle Air Feedback Flags (D2WD610H diagnostic)* (raw flags),Manifold Absolute Pressure (kPa)
156041,14.40,7,45,0.64,1352,14.34,28480,1.01,2.1118,15.00,22,14.45,8.24,0.0000,0.00,7.85,1328.1,9,37
156146,14.40,7,45,0.64,1346,14.43,29952,1.01,2.1107,15.00,22,14.48,7.84,0.0000,0.00,7.84,1328.1,9,37
156250,14.40,7,45,0.64,1345,14.56,27072,1.01,2.1092,15.00,22,14.29,8.24,0.0000,0.00,7.84,1328.1,9,37
156354,14.40,7,45,0.64,1350,14.20,30016,1.01,2.1078,15.00,22,14.36,8.24,0.0000,0.00,7.84,1328.1,9,37
156457,14.32,7,45,0.64,1343,14.27,26880,1.01,2.1067,15.00,22,14.37,8.24,0.0000,0.00,7.84,1328.1,9,37
156561,14.40,7,45,0.64,1350,14.50,29888,1.01,2.1050,15.00,22,14.26,8.24,0.0000,0.00,7.84,1328.1,9,37
156666,14.40,7,45,0.64,1351,14.57,30144,1.01,2.1042,15.00,22,14.15,8.24,0.0000,0.00,7.84,1328.1,9,37
156769,14.40,7,45,0.64,1343,14.58,30016,1.01,2.1020,15.00,22,14.29,8.24,0.0000,0.00,7.83,1328.1,9,37
156874,14.32,7,45,0.64,1341,14.58,29888,1.01,2.1030,15.00,22,14.28,8.24,0.0000,0.00,7.83,1328.1,9,37
156977,14.40,7,45,0.64,1348,14.55,31296,1.01,2.1027,15.00,22,14.19,7.84,0.0000,0.00,7.84,1328.1,9,37
157082,14.40,7,45,0.64,1338,14.60,30080,1.01,2.1040,15.00,22,14.31,8.24,0.0000,0.00,7.83,1328.1,9,37
157185,14.40,7,45,0.64,1345,14.58,29824,1.01,2.1042,15.00,22,14.28,7.84,0.0000,0.00,7.84,1328.1,9,37
157288,14.40,7,46,0.64,1350,14.56,29888,1.01,2.1045,15.00,22,14.24,8.24,0.0000,0.00,7.84,1328.1,9,37
157393,14.40,7,46,0.64,1344,14.56,30080,1.01,2.1045,15.00,22,14.30,7.84,0.0000,0.00,7.83,1328.1,9,37
157497,14.40,7,46,0.64,1342,14.59,29952,1.01,2.1035,15.00,22,14.30,8.24,0.0000,0.00,7.83,1328.1,9,37
157601,14.40,7,46,0.64,1353,14.56,29952,1.01,2.1045,15.00,22,14.25,8.24,0.0000,0.00,7.83,1328.1,9,37
157705,14.40,7,46,0.64,1344,14.57,30080,1.01,2.1038,15.00,22,14.34,8.24,0.0000,0.00,7.84,1328.1,9,37
157808,14.40,7,46,0.64,1347,14.58,30080,1.01,2.1035,15.00,22,14.27,7.84,0.0000,0.00,7.83,1328.1,9,37
157913,14.40,7,46,0.64,1354,14.59,29888,1.01,2.1023,15.00,22,14.35,8.24,0.0000,0.00,7.83,1328.1,9,37
158016,14.40,7,46,0.64,1349,14.55,30080,1.01,2.1005,15.00,22,14.33,7.84,0.0000,0.00,7.83,1328.1,9,37
158121,14.32,7,46,0.64,1342,14.56,28544,1.01,2.0993,15.00,22,14.23,8.24,0.0000,0.00,7.84,1328.1,9,37
158224,14.40,7,46,0.64,1346,14.35,28288,1.01,2.0985,15.00,22,14.15,7.84,0.0000,0.00,7.83,1328.1,9,37
158329,14.40,7,46,0.64,1336,14.50,26880,1.01,2.0978,15.00,22,14.20,8.24,0.0000,0.00,7.83,1328.1,9,37
158432,14.40,7,46,0.64,1336,14.10,27008,1.01,2.0980,15.00,22,14.14,7.84,0.0000,0.00,7.82,1328.1,9,37
158536,14.40,7,46,0.64,1346,14.53,30016,1.01,2.0985,15.00,22,14.29,8.24,0.0000,0.00,7.83,1328.1,9,37
158640,14.40,7,46,0.64,1345,14.58,29888,1.01,2.1015,15.00,22,14.28,7.84,0.0000,0.00,7.83,1328.1,9,37
158744,14.40,7,46,0.64,1338,14.10,26944,1.01,2.1025,15.00,22,14.17,7.84,0.0000,0.00,7.83,1328.1,9,37
158849,14.40,7,46,0.64,1339,14.58,29824,1.01,2.0998,15.00,22,14.05,7.84,0.0000,0.00,7.83,1328.1,9,37
158953,14.40,7,46,0.64,1329,14.59,29760,1.01,2.1010,15.00,22,14.19,8.24,0.0000,0.00,7.82,1328.1,9,37
159058,14.40,7,46,0.64,1336,14.56,29952,1.01,2.1040,15.00,22,14.19,7.84,0.0000,0.00,7.83,1328.1,9,37
159162,14.40,7,46,0.64,1332,14.82,31616,1.01,2.1078,15.00,22,14.27,7.84,0.0000,0.00,7.82,1328.1,9,37
159266,14.40,7,46,0.64,1339,14.59,29888,1.01,2.1115,15.00,22,14.35,8.24,0.0000,0.00,7.82,1328.1,9,37
159371,14.40,7,46,0.64,1337,14.57,29888,1.01,2.1128,15.00,22,14.26,7.84,0.0000,0.00,7.82,1328.1,9,37
159474,14.40,7,46,0.64,1331,14.55,30016,1.01,2.1145,15.00,22,14.19,7.84,0.0000,0.00,7.82,1328.1,9,37
159579,14.40,7,46,0.64,1336,14.59,29952,1.01,2.1158,15.00,22,14.32,7.84,0.0000,0.00,7.82,1328.1,9,37
159683,14.32,7,46,0.64,1330,14.59,29824,1.01,2.1175,15.00,22,14.18,7.84,0.0000,0.00,7.83,1328.1,9,37
159786,14.40,7,46,0.64,1332,14.54,30016,1.01,2.1172,15.00,22,14.11,7.84,0.0000,0.00,7.83,1328.1,9,37
159891,14.24,7,46,0.64,1334,14.58,30016,1.01,2.1160,15.00,22,14.32,8.24,0.0000,0.00,7.81,1328.1,9,37
159996,14.32,7,46,0.64,1335,14.58,29888,1.01,2.1155,15.00,22,14.30,7.84,0.0000,0.00,7.82,1328.1,9,37
160100,14.32,7,46,0.64,1331,14.56,29888,1.01,2.1155,15.00,22,14.22,8.24,0.0000,0.00,7.82,1328.1,9,37
160205,14.32,7,46,0.64,1338,14.53,29888,1.01,2.1185,15.00,22,14.25,7.84,0.0000,0.00,7.82,1328.1,9,37
160311,14.24,7,46,0.64,1324,14.34,28352,1.01,2.1190,15.00,22,14.19,7.84,0.0000,0.00,7.82,1328.1,9,38
160416,14.32,7,46,0.64,1333,14.56,29888,1.01,2.1208,15.00,22,14.25,7.84,0.0000,0.00,7.81,1328.1,9,37
160520,14.32,7,46,0.64,1336,14.55,30080,1.01,2.1187,15.00,22,14.27,8.24,0.0000,0.00,7.82,1328.1,9,37
160624,14.40,7,46,0.64,1332,14.58,30016,1.01,2.1190,15.00,22,14.35,7.84,0.0000,0.00,7.82,1328.1,9,37
160728,14.32,7,46,0.64,1324,14.58,29888,1.01,2.1190,15.00,22,14.20,8.24,0.0000,0.00,7.82,1328.1,9,38
160832,14.32,7,46,0.64,1323,14.55,30080,1.01,2.1215,15.00,22,14.12,7.84,0.0000,0.00,7.82,1328.1,9,38
160935,14.40,7,46,0.64,1313,14.58,30016,1.01,2.1255,15.00,22,14.15,8.24,0.0000,0.00,7.81,1328.1,9,38
161040,14.40,7,46,0.64,1318,14.59,29888,1.01,2.1275,15.00,22,14.17,7.84,0.0000,0.00,7.82,1328.1,9,38
161143,14.40,7,46,0.65,1321,14.35,28416,1.01,2.1298,15.00,22,14.25,8.24,0.0000,0.00,7.81,1328.1,9,38
161248,14.40,7,46,0.65,1322,14.63,31680,1.01,2.1320,15.00,22,14.22,7.84,0.0000,0.00,7.82,1328.1,9,38
161351,14.40,7,46,0.65,1317,14.58,29952,1.01,2.1315,15.00,22,14.20,8.24,0.0000,0.00,7.82,1328.1,9,38
161456,14.24,7,46,0.65,1310,14.10,26816,1.01,2.1340,15.00,22,14.28,7.84,0.0000,0.00,7.81,1328.1,9,38
161559,14.32,7,46,0.64,1317,14.07,26880,1.01,2.1402,15.00,22,14.21,7.84,0.0000,0.00,7.82,1328.1,9,38
161664,14.32,7,46,0.65,1312,14.12,26880,1.01,2.1438,15.00,22,14.17,7.84,0.0000,0.00,7.82,1328.1,9,38
161767,14.40,7,46,0.65,1310,14.11,26752,1.01,2.1280,15.00,22,14.22,8.24,0.0000,0.00,7.81,1328.1,9,38
161872,14.40,7,46,0.65,1314,14.08,26880,1.01,2.1480,15.00,22,14.28,7.84,0.0000,0.00,7.81,1328.1,9,38
161975,14.32,7,46,0.65,1314,14.09,27008,1.01,2.1485,15.00,22,14.26,7.84,0.0000,0.00,7.82,1328.1,9,38
162079,14.32,7,46,0.65,1317,14.12,26816,1.01,2.1475,15.00,22,14.43,7.84,0.0000,0.00,7.81,1328.1,9,38
162184,14.32,7,46,0.65,1316,14.10,26880,1.01,2.1505,15.00,22,14.29,7.84,0.0000,0.00,7.82,1328.1,9,38
162287,14.40,7,46,0.65,1320,14.09,26880,1.01,2.1505,15.00,22,14.03,7.84,0.0000,0.00,7.82,1328.1,9,38
162391,14.40,7,46,0.65,1313,13.90,25344,1.01,2.1485,15.00,22,14.22,7.84,0.0000,0.00,7.82,1328.1,9,38
162495,14.40,7,46,0.65,1304,13.87,25152,1.01,2.1503,15.00,22,14.21,7.84,0.0000,0.00,7.82,1328.1,9,38
162600,14.40,7,46,0.65,1314,14.08,26944,1.01,2.1510,15.00,22,14.15,7.84,0.0000,0.00,7.82,1328.1,9,38
162705,14.32,7,46,0.65,1310,14.11,26944,1.01,2.1517,15.00,22,14.18,8.24,0.0000,0.00,7.81,1328.1,9,38
162808,14.40,7,46,0.65,1303,14.11,26752,1.01,2.1528,15.00,22,14.18,7.84,0.0000,0.00,7.82,1328.1,9,38
162911,14.40,7,46,0.65,1303,14.09,26816,1.01,2.1550,15.00,22,14.16,7.84,0.0000,0.00,7.82,1328.1,9,38
163016,14.40,7,46,0.65,1302,14.10,26944,1.01,2.1560,15.00,22,14.31,7.84,0.0000,0.00,7.82,1328.1,9,38
163119,14.40,7,46,0.65,1314,14.12,26816,1.01,2.1575,15.00,22,14.33,7.84,0.0000,0.00,7.82,1328.1,9,38
163224,14.32,7,46,0.65,1310,14.10,28416,1.01,2.1597,15.00,22,14.32,7.84,0.0000,0.00,7.82,1328.1,9,38
163327,14.40,7,46,0.65,1315,14.34,28608,1.01,2.1605,15.00,22,14.11,7.84,0.0000,0.00,7.81,1328.1,9,38
163432,14.40,7,46,0.65,1306,14.11,26944,1.01,2.1575,15.00,22,14.26,7.84,0.0000,0.00,7.82,1328.1,9,38
163535,14.40,7,46,0.65,1304,14.11,26752,1.01,2.1612,15.00,22,14.16,7.84,0.0000,0.00,7.82,1328.1,9,38
163640,14.40,7,46,0.65,1292,14.08,26944,1.01,2.1603,15.00,22,14.11,7.84,0.0000,0.00,7.84,1328.1,9,38
163743,14.40,7,46,0.66,1285,14.10,26944,1.01,2.1648,15.00,22,14.09,7.84,0.0000,0.00,7.83,1328.1,9,39
163847,14.40,7,46,0.65,1285,14.12,26816,1.01,2.1663,15.00,22,14.28,7.84,0.0000,0.00,7.82,1328.1,9,39
163951,14.40,7,46,0.66,1302,14.08,26816,1.01,2.1740,15.00,22,14.41,8.24,0.0000,0.00,7.83,1328.1,9,39
164055,14.24,7,46,0.66,1300,14.09,27008,1.01,2.1765,15.00,22,14.51,7.84,0.0000,0.00,7.83,1328.1,9,39
164159,14.40,7,46,0.66,1310,14.12,26944,1.01,2.1825,15.00,22,14.23,8.24,0.0000,0.00,7.82,1328.1,9,38
164263,14.40,7,46,0.66,1320,14.10,26688,1.01,2.1785,15.00,22,14.50,7.84,0.0000,0.00,7.82,1328.1,9,38
164368,14.48,7,46,0.66,1320,14.08,26944,1.01,2.1775,15.00,22,14.43,8.24,0.0000,0.00,7.83,1328.1,9,38
164472,14.40,7,46,0.66,1322,14.09,26816,1.01,2.1710,15.00,22,14.39,7.84,0.0000,0.00,7.83,1328.1,9,38
164576,14.40,7,46,0.66,1320,13.89,25216,1.01,2.1667,15.00,22,14.34,8.24,0.0000,0.00,7.83,1328.1,9,38
164679,14.40,7,46,0.66,1325,14.08,26880,1.01,2.1635,15.00,22,14.38,7.84,0.0000,0.00,7.82,1328.1,9,38
164784,14.32,7,46,0.65,1313,14.09,27008,1.01,2.1590,15.00,22,14.37,8.24,0.0000,0.00,7.82,1328.1,9,38
164888,14.40,7,46,0.65,1317,14.12,26880,1.01,2.1572,15.00,22,14.04,7.84,0.0000,0.00,7.83,1328.1,9,38
164992,14.40,7,46,0.65,1313,14.11,26752,1.01,2.1530,15.00,22,14.19,8.24,0.0000,0.00,7.83,1328.1,9,38
165095,14.48,7,46,0.65,1312,14.09,26944,1.01,2.1528,15.00,22,14.34,7.84,0.0000,0.00,7.83,1328.1,9,38
165200,14.40,7,46,0.65,1305,14.10,26944,1.01,2.1543,15.00,22,14.18,8.24,0.0000,0.00,7.83,1328.1,9,38
165303,14.32,7,46,0.65,1307,14.12,26880,1.01,2.1562,15.00,22,14.29,7.84,0.0000,0.00,7.83,1328.1,9,38
165407,14.32,7,46,0.65,1319,14.34,28544,1.01,2.1593,15.00,22,14.41,7.84,0.0000,0.00,7.83,1328.1,9,38
165511,14.32,7,46,0.65,1316,14.12,27008,1.01,2.1595,15.00,22,14.39,7.84,0.0000,0.00,7.82,1328.1,9,38
165615,14.40,7,46,0.65,1322,14.11,26816,1.01,2.1568,15.00,22,14.33,8.24,0.0000,0.00,7.82,1328.1,9,38
165720,14.40,7,46,0.65,1322,14.10,26816,1.01,2.1553,15.00,22,14.42,7.84,0.0000,0.00,7.82,1328.1,9,38
165824,14.40,7,46,0.65,1332,14.08,26816,1.01,2.1560,15.00,22,14.45,8.24,0.0000,0.00,7.83,1328.1,9,38
165928,14.40,7,46,0.65,1322,14.12,26880,1.01,2.1543,15.00,22,14.14,7.84,0.0000,0.00,7.82,1328.1,9,38
166032,14.24,7,46,0.65,1310,14.10,26816,1.01,2.1480,15.00,22,14.28,8.24,0.0000,0.00,7.82,1328.1,9,38
166139,14.32,7,46,0.65,1322,14.08,26944,1.01,2.1480,15.00,22,14.28,7.84,0.0000,0.00,7.82,1328.1,9,38
166242,14.32,7,46,0.65,1312,14.12,27008,1.01,2.1477,15.00,22,14.21,7.84,0.0000,0.00,7.82,1328.1,9,38
166346,14.40,7,46,0.65,1318,14.11,26816,1.01,2.1490,15.00,22,14.32,7.84,0.0000,0.00,7.82,1328.1,9,38
166450,14.40,7,46,0.65,1322,14.09,26944,1.01,2.1495,15.00,22,14.34,7.84,0.0000,0.00,7.82,1328.1,9,38
166553,14.40,7,46,0.65,1325,14.11,26816,1.01,2.1515,15.00,22,14.30,7.84,0.0000,0.00,7.82,1328.1,9,38
166658,14.40,7,46,0.65,1323,13.90,25216,1.01,2.1500,15.00,22,14.24,7.84,0.0000,0.00,7.82,1328.1,9,38
166761,14.40,7,46,0.65,1317,13.86,26688,1.01,2.1490,15.00,22,14.36,7.84,0.0000,0.00,7.83,1328.1,9,38
166867,14.40,7,46,0.65,1327,14.08,26944,1.01,2.1458,15.00,22,14.40,8.24,0.0000,0.00,7.82,1328.1,9,38
166971,14.24,7,46,0.65,1316,14.11,26944,1.01,2.1450,15.00,22,14.36,7.84,0.0000,0.00,7.82,1328.1,9,38
167074,14.32,7,46,0.65,1324,14.10,26816,1.01,2.1438,15.00,22,14.43,7.84,0.0000,0.00,7.82,1328.1,9,38
167180,14.32,7,46,0.65,1332,14.08,27008,1.01,2.1452,15.00,22,14.33,7.84,0.0000,0.00,7.81,1328.1,9,38
167283,14.40,7,46,0.65,1326,14.11,26944,1.01,2.1430,15.00,22,14.40,8.24,0.0000,0.00,7.82,1328.1,9,38
167387,14.32,7,46,0.65,1326,14.11,26816,1.01,2.1400,15.00,22,14.33,7.84,0.0000,0.00,7.82,1328.1,9,38
167491,14.48,7,46,0.65,1332,14.31,28416,1.01,2.1370,15.00,22,14.29,8.24,0.0000,0.00,7.82,1328.1,9,38
167596,14.40,7,46,0.65,1327,14.35,28480,1.01,2.1360,15.00,22,14.38,7.84,0.0000,0.00,7.81,1328.1,9,38
167699,14.48,7,46,0.65,1325,14.12,26816,1.01,2.1343,15.00,22,14.25,8.24,0.0000,0.00,7.81,1328.1,9,38
167803,14.40,7,46,0.65,1326,14.10,26816,1.01,2.1332,15.00,22,14.26,7.84,0.0000,0.00,7.81,1328.1,9,38
167907,14.24,7,46,0.65,1324,14.09,26880,1.01,2.1332,15.00,22,14.15,7.84,0.0000,0.00,7.82,1328.1,9,38
168011,14.32,7,46,0.65,1312,14.10,26944,1.01,2.1353,15.00,22,14.14,7.84,0.0000,0.00,7.82,1328.1,9,38
168116,14.24,7,46,0.65,1306,14.11,26880,1.01,2.1365,15.00,22,14.25,8.24,0.0000,0.00,7.82,1328.1,9,38
168220,14.32,7,46,0.65,1318,14.09,27008,1.01,2.1415,15.00,22,14.20,8.24,0.0000,0.00,7.82,1328.1,9,38
168326,14.32,7,46,0.65,1308,14.11,27008,1.01,2.1440,15.00,22,14.31,7.84,0.0000,0.00,7.82,1328.1,9,38
168429,14.40,7,46,0.65,1316,14.11,26752,1.01,2.1460,15.00,22,14.31,7.84,0.0000,0.00,7.81,1328.1,9,38
168533,14.40,7,46,0.65,1321,14.09,26944,1.01,2.1490,15.00,22,14.38,7.84,0.0000,0.00,7.81,1328.1,9,38
168637,14.40,7,46,0.65,1326,14.10,27008,1.01,2.1503,15.00,22,14.45,8.24,0.0000,0.00,7.81,1328.1,9,38
168741,14.40,7,46,0.65,1323,14.08,25408,1.01,2.1495,15.00,22,14.46,7.84,0.0000,0.00,7.81,1328.1,9,38
168845,14.32,7,46,0.65,1323,13.85,25216,1.01,2.1473,15.00,22,14.38,7.84,0.0000,0.00,7.81,1328.1,9,38
168949,14.40,7,46,0.65,1329,14.09,26944,1.01,2.1452,15.00,22,14.27,7.84,0.0000,0.00,7.81,1328.1,9,38
169053,14.32,7,47,0.65,1324,14.12,26944,1.01,2.1430,15.00,22,14.35,7.84,0.0000,0.00,7.81,1328.1,9,38
169157,14.40,7,47,0.65,1327,14.11,26816,1.01,2.1427,15.00,22,14.13,7.84,0.0000,0.00,7.81,1328.1,9,38
169261,14.40,7,47,0.65,1330,14.09,26944,1.01,2.1393,15.00,22,14.21,8.24,0.0000,0.00,7.82,1328.1,9,38
169365,14.40,7,47,0.65,1328,14.11,26944,1.01,2.1372,15.00,22,14.42,7.84,0.0000,0.00,7.81,1328.1,9,38
169469,14.40,7,47,0.65,1332,14.12,26688,1.01,2.1353,15.00,22,14.20,8.24,0.0000,0.00,7.81,1328.1,9,38
169573,14.40,7,47,0.65,1328,14.11,26880,1.01,2.1328,15.00,22,14.29,7.84,0.0000,0.00,7.81,1328.1,9,38
169676,14.40,7,47,0.65,1332,14.34,28608,1.01,2.1292,15.00,22,14.24,8.24,0.0000,0.00,7.81,1328.1,9,38
169781,14.40,7,47,0.64,1323,14.12,26816,1.01,2.1285,15.00,22,14.09,7.84,0.0000,0.00,7.81,1328.1,9,38
169884,14.40,7,47,0.64,1325,14.09,26816,1.01,2.1280,15.00,22,14.24,7.84,0.0000,0.00,7.81,1328.1,9,37
169989,14.40,7,47,0.64,1322,14.08,26944,1.01,2.1288,15.00,22,14.25,7.84,0.0000,0.00,7.81,1328.1,9,38
170092,14.32,7,47,0.65,1321,14.09,26944,1.01,2.1303,15.00,22,14.32,8.24,0.0000,0.00,7.81,1328.1,9,38
170196,14.32,7,47,0.65,1321,14.11,26752,1.01,2.1332,15.00,22,14.17,7.84,0.0000,0.00,7.81,1328.1,9,38
170301,14.40,7,47,0.65,1332,14.09,26944,1.01,2.1307,15.00,22,14.33,7.84,0.0000,0.00,7.81,1328.1,9,38
170404,14.40,7,47,0.65,1328,14.11,26880,1.01,2.1320,15.00,22,14.44,7.84,0.0000,0.00,7.80,1328.1,9,38
170508,14.48,7,47,0.65,1332,14.12,26816,1.01,2.1330,15.00,22,14.34,8.24,0.0000,0.00,7.81,1328.1,9,38
170612,14.40,7,47,0.65,1334,14.57,29888,1.01,2.1305,15.00,22,14.22,7.84,0.0000,0.00,7.81,1328.1,9,38
170717,14.48,7,47,0.64,1336,14.10,27008,1.01,2.1288,15.00,22,14.27,8.24,0.0000,0.00,7.81,1328.1,9,38
170820,14.40,7,47,0.64,1330,14.09,26688,1.01,2.1258,15.00,22,14.32,7.84,0.0000,0.00,7.81,1328.1,9,37
170923,14.24,7,47,0.64,1321,13.88,25280,1.01,2.1250,15.00,22,14.13,7.84,0.0000,0.00,7.80,1328.1,9,38
171028,14.40,7,47,0.64,1332,13.88,26944,1.01,2.1252,15.00,22,14.43,7.84,0.0000,0.00,7.81,1328.1,9,38
171133,14.32,7,47,0.64,1330,14.10,26944,1.01,2.1258,15.00,22,14.24,7.84,0.0000,0.00,7.80,1328.1,9,38
171236,14.32,7,47,0.64,1337,14.11,26816,1.01,2.1240,15.00,22,14.33,7.84,0.0000,0.00,7.81,1328.1,9,37
171341,14.32,7,47,0.64,1342,14.08,26880,1.01,2.1233,15.00,22,14.42,7.84,0.0000,0.00,7.80,1328.1,9,37
171445,14.40,7,47,0.64,1341,14.10,27008,1.01,2.1210,15.00,22,14.48,7.84,0.0000,0.00,7.80,1328.1,9,37
171548,14.40,7,47,0.64,1343,14.11,26880,1.01,2.1162,15.00,22,14.31,8.24,0.0000,0.00,7.80,1328.1,9,37
171652,14.40,7,47,0.64,1354,14.09,26880,1.01,2.1120,15.00,22,14.26,7.84,0.0000,0.00,7.80,1328.1,9,37
171757,14.40,7,47,0.64,1338,14.34,28608,1.01,2.1075,15.00,22,14.24,7.84,0.0000,0.00,7.80,1328.1,9,37
171860,14.40,7,47,0.64,1342,14.36,27200,1.01,2.1055,15.00,22,14.25,7.84,0.0000,0.00,7.80,1328.1,9,37
171965,14.40,7,47,0.64,1352,14.10,26816,1.01,2.1038,15.00,22,14.29,8.24,0.0000,0.00,7.80,1328.1,9,37
172068,14.40,7,47,0.64,1348,14.07,26944,1.01,2.1018,15.00,22,14.29,7.84,0.0000,0.00,7.80,1328.1,9,37
172172,14.32,7,47,0.64,1342,14.10,26880,1.01,2.0993,15.00,22,14.28,8.24,0.0000,0.00,7.79,1328.1,9,37
172276,14.40,7,47,0.64,1347,14.11,26816,1.01,2.0993,15.00,22,14.15,7.84,0.0000,0.00,7.79,1328.1,9,37
172380,14.40,7,47,0.64,1337,14.09,26880,1.01,2.0980,15.00,22,14.29,7.84,0.0000,0.00,7.80,1328.1,9,37
172485,14.40,7,47,0.64,1344,14.09,27008,1.01,2.0983,15.00,22,14.26,7.84,0.0000,0.00,7.79,1328.1,9,37
172588,14.40,7,47,0.64,1354,14.12,26880,1.01,2.0980,15.00,22,14.17,7.84,0.0000,0.00,7.80,1328.1,9,37
172692,14.40,7,47,0.64,1350,14.10,26816,1.01,2.0972,15.00,22,14.37,7.84,0.0000,0.00,7.79,1328.1,9,37
172796,14.32,7,47,0.63,1346,14.56,30080,1.01,2.0932,15.00,22,14.18,7.84,0.0000,0.00,7.79,1328.1,9,37
172900,14.40,7,47,0.63,1350,14.58,30080,1.01,2.0915,15.00,22,14.06,7.84,0.0000,0.00,7.80,1328.1,9,37
173003,14.40,7,47,0.63,1343,14.09,25344,1.01,2.0870,15.00,22,14.22,7.84,0.0000,0.00,7.79,1328.1,9,37
173108,14.32,7,47,0.63,1351,13.84,25280,1.01,2.0838,15.00,22,14.21,7.84,0.0000,0.00,7.79,1328.1,9,37
173212,14.32,7,47,0.63,1355,14.10,27008,1.01,2.0827,15.00,22,14.20,7.84,0.0000,0.00,7.79,1328.1,9,37
173315,14.32,7,47,0.63,1348,14.58,29120,1.01,2.0805,15.00,22,14.16,7.84,0.0000,0.00,7.79,1328.1,9,37
173420,14.40,7,47,0.63,1346,14.09,26880,1.01,2.0795,15.00,22,14.12,7.84,0.0000,0.00,7.79,1328.1,9,37
173523,14.40,7,47,0.63,1353,14.11,29760,1.01,2.0785,15.00,22,14.22,7.84,0.0000,0.00,7.79,1328.1,9,37
173628,14.32,7,47,0.63,1349,14.58,29952,1.01,2.0773,15.00,22,14.12,7.84,0.0000,0.00,7.79,1328.1,9,37
173731,14.32,7,47,0.63,1348,14.57,26816,1.01,2.0755,15.00,22,14.11,7.84,0.0000,0.00,7.79,1328.1,9,37
173836,14.32,7,47,0.63,1350,14.27,30016,1.01,2.0765,15.00,22,14.16,7.84,0.0000,0.00,7.78,1328.1,9,37
173940,14.40,7,47,0.63,1344,14.40,28608,1.01,2.0770,15.00,22,14.12,7.84,0.0000,0.00,7.79,1328.1,9,37
174043,14.32,7,47,0.63,1344,14.10,26816,1.01,2.0777,15.00,22,13.99,7.84,0.0000,0.00,7.79,1328.1,9,37
174147,14.40,7,47,0.63,1341,14.09,26880,1.01,2.0765,15.00,22,14.20,7.84,0.0000,0.00,7.79,1328.1,9,37
174251,14.32,7,47,0.63,1332,14.55,30080,1.01,2.0793,15.00,22,14.24,7.84,0.0000,0.00,7.79,1328.1,9,37
174355,14.40,7,47,0.63,1340,14.57,29888,1.01,2.0835,15.00,22,14.16,7.84,0.0000,0.00,7.79,1328.1,9,37
174460,14.40,7,47,0.63,1346,14.56,29888,1.01,2.0845,15.00,22,14.11,7.84,0.0000,0.00,7.79,1328.1,9,37
174563,14.40,7,47,0.63,1342,14.56,30016,1.01,2.0863,15.00,22,14.16,7.84,0.0000,0.00,7.78,1328.1,9,37
174667,14.32,7,47,0.63,1338,14.58,30016,1.01,2.0870,15.00,22,14.16,7.84,0.0000,0.00,7.78,1328.1,9,37
174771,14.40,7,47,0.64,1340,14.58,29824,1.01,2.0880,15.00,22,14.17,7.84,0.0000,0.00,7.77,1328.1,9,37
174874,14.32,7,47,0.63,1338,14.56,30080,1.01,2.0873,15.00,22,14.29,7.84,0.0000,0.00,7.78,1328.1,9,37
174979,14.40,7,47,0.63,1342,14.59,30080,1.01,2.0900,15.00,22,14.03,7.84,0.0000,0.00,7.79,1328.1,9,37
175082,14.32,7,47,0.63,1346,14.57,29760,1.01,2.0867,15.00,22,14.08,7.84,0.0000,0.00,7.79,1328.1,9,37
175186,14.40,7,47,0.63,1340,14.32,28288,1.01,2.0882,15.00,22,14.17,7.84,0.0000,0.00,7.77,1328.1,9,37
175291,14.32,7,47,0.63,1341,14.55,30144,1.01,2.0875,15.00,22,14.23,7.84,0.0000,0.00,7.78,1328.1,9,37
175394,14.40,7,47,0.63,1347,14.59,29952,1.01,2.0880,15.00,22,14.14,7.84,0.0000,0.00,7.78,1328.1,9,37
175499,14.40,7,47,0.63,1336,14.57,29888,1.01,2.0880,15.00,22,14.20,7.84,0.0000,0.00,7.78,1328.1,9,37
175602,14.40,7,47,0.63,1340,14.56,30080,1.01,2.0900,15.00,22,14.12,7.84,0.0000,0.00,7.77,1328.1,9,37
175707,14.40,7,47,0.63,1342,14.59,30016,1.01,2.0900,15.00,22,14.04,7.84,0.0000,0.00,7.78,1328.1,9,37
175812,14.40,7,47,0.63,1340,14.59,29888,1.01,2.0903,15.00,22,14.33,7.84,0.0000,0.00,7.78,1328.1,9,37
175915,14.40,7,47,0.63,1344,14.55,30016,1.01,2.0903,15.00,22,14.12,7.84,0.0000,0.00,7.78,1328.1,9,37
176018,14.40,7,47,0.63,1350,14.58,30016,1.01,2.0857,15.00,22,14.20,7.84,0.0000,0.00,7.77,1328.1,9,37
176123,14.32,7,47,0.63,1342,14.59,31488,1.01,2.0850,15.00,22,14.20,7.84,0.0000,0.00,7.78,1328.1,9,37
